//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2001 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// MediaDiaria: 0 = Não, 1 = Sim
// MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca
//
// Restrições da consulta:
//   Código da Estação: 65310000
//
//------------------------------------------------------------------------------

//EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status;
65310000;2;01/07/1967;;1;1;431,2;186,5;281,1194;18;9;1;1;1;;0;248,5;257,8;245,4;236,1;229,9;223,7;214,4;198,9;189,6;195,8;208,2;217,5;236,1;286,4;333,4;373;411;431,2;428;417,8;397,4;376,5;346,2;320,8;292,8;273,6;254,7;239,2;223,7;211,3;195,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/08/1967;;1;1;493;136,4;260,2355;24;11;1;1;1;;0;186,5;177,2;168,1;165,2;159,4;153,6;147,8;144,9;142;139,2;136,4;139,2;153,6;195,8;239,2;283,2;305,3;311,5;305,3;289,6;299,1;424,6;483,1;489,7;463,3;421,2;373;336,6;305,3;276,8;251,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/09/1967;;1;1;397,4;211,3;285,8567;22;8;1;1;1;;0;236,1;229,9;239,2;226,8;220,6;217,5;214,4;211,3;214,4;223,7;220,6;217,5;270,4;349,4;352,6;349,4;355,8;339,8;314,6;296;339,8;397,4;376,5;359;359;339,8;311,5;286,4;260,9;245,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/10/1967;;1;1;369,5;122,4;222,7129;25;18;1;1;1;;0;226,8;214,4;202;189,6;183,4;171;168,1;177,2;174,1;168,1;162,3;156,5;153,6;147,8;142;133,6;128;122,4;122,4;162,3;270,4;317,7;339,8;349,4;366;366;346,2;330,2;314,6;302,2;296;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/11/1967;;1;1;421,2;153,6;253,1633;30;13;1;1;1;;0;283,2;308,4;373;383,5;323,9;280;248,5;220,6;202;183,4;168,1;159,4;153,6;153,6;168,1;189,6;195,8;229,9;251,6;242,3;239,2;245,4;254,7;257,8;248,5;239,2;264;302,2;404,2;421,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/12/1967;;1;1;780,1;156,5;465,6452;5;31;1;1;1;;0;440,8;463,3;636,6;772,3;776,2;768,4;772,3;756,7;726;695,6;643,8;607,1;571,5;540,6;510;479,8;460;437,6;421,2;387;349,4;317,7;286,4;260,9;242,3;223,7;208,2;189,6;174,1;159,4;156,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/01/1968;;1;1;748,9;153,6;348,9193;27;16;1;1;1;;0;168,1;186,5;202;205,1;202;192,7;183,4;180,3;174,1;171;171;174,1;168,1;159,4;156,5;153,6;156,5;183,4;214,4;280;366;469,9;589;665,4;688;737,4;745;718,4;714,6;718,4;722,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/02/1968;;1;1;710,8;119,6;309,8034;1;29;1;1;1;;0;703,2;680,4;654,6;629,3;603,4;568;537,2;496,4;447,2;390,5;327;260,9;217,5;198,9;189,6;183,4;180,3;177,2;171;162,3;156,5;150,7;142;136,4;130,8;125,2;122,4;122,4;119,6;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;;
65310000;2;01/03/1968;;1;1;273,6;88,3;168,4848;16;7;1;1;1;;0;114;108,86;101,15;96,01;90,87;90,87;88,3;88,3;93,44;111,43;139,2;177,2;242,3;270,4;264;270,4;270,4;254,7;233;205,1;183,4;180,3;183,4;186,5;189,6;186,5;180,3;171;159,4;147,8;144,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/04/1968;;1;1;292,8;103,72;175,497;6;19;1;1;1;;0;156,5;168,1;198,9;236,1;270,4;289,6;289,6;270,4;248,5;220,6;192,7;177,2;159,4;144,9;133,6;122,4;111,43;106,29;106,29;128;165,2;168,1;165,2;159,4;153,6;139,2;130,8;130,8;153,6;168,1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/05/1968;;1;1;168,1;81,55;109,5294;1;31;1;1;1;;0;165,2;153,6;144,9;139,2;128;116,8;106,29;101,15;96,01;93,44;90,87;90,87;88,3;86,05;88,3;93,44;101,15;114;122,4;128;133,6;133,6;128;116,8;106,29;98,58;90,87;88,3;86,05;83,8;81,55;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/06/1968;;1;1;171;74,8;105,6637;10;5;1;1;1;;0;81,55;79,3;77,05;77,05;74,8;79,3;96,01;128;153,6;168,1;171;165,2;153,6;139,2;125,2;114;106,29;98,58;98,58;96,01;93,44;90,87;90,87;90,87;90,87;90,87;88,3;86,05;83,8;81,55;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/07/1968;;1;1;208,2;77,05;110,9803;10;3;1;1;1;;0;79,3;79,3;77,05;77,05;79,3;88,3;93,44;119,6;183,4;208,2;195,8;180,3;174,1;159,4;147,8;133,6;119,6;108,86;101,15;96,01;93,44;90,87;90,87;88,3;86,05;83,8;86,05;83,8;81,55;77,05;77,05;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/08/1968;;1;1;130,8;63,87;85,39388;11;28;1;1;1;;0;74,8;74,8;72,55;72,55;70,3;70,3;70,3;77,05;96,01;116,8;130,8;130,8;128;125,2;119,6;108,86;98,58;88,3;83,8;79,3;77,05;74,8;72,55;70,3;70,3;68,05;65,8;63,87;63,87;63,87;68,05;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/09/1968;;1;1;223,7;65,8;110,7327;25;11;1;1;1;;0;72,55;77,05;77,05;81,55;83,8;88,3;86,05;81,55;74,8;68,05;65,8;72,55;79,3;81,55;79,3;77,05;77,05;77,05;74,8;81,55;111,43;171;177,2;195,8;220,6;220,6;198,9;174,1;153,6;142;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/10/1968;;1;1;460;79,3;124,7313;31;14;1;1;1;;0;130,8;128;125,2;119,6;114;108,86;98,58;88,3;90,87;93,44;90,87;86,05;81,55;79,3;79,3;79,3;83,8;93,44;101,15;108,86;114;119,6;128;133,6;130,8;133,6;139,2;142;168,1;248,5;428;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/11/1968;;1;1;714,6;106,29;354,8937;2;27;1;1;1;;0;636,6;710,8;710,8;688;633;571,5;537,2;516,8;479,8;473,2;469,9;456,8;421,2;390,5;355,8;327;299,1;257,8;223,7;195,8;171;153,6;144,9;130,8;119,6;111,43;106,29;106,29;116,8;130,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/12/1968;;1;1;610,8;68,05;198,0897;26;21;1;1;1;;0;156,5;177,2;156,5;147,8;139,2;139,2;133,6;125,2;122,4;128;119,6;108,86;103,72;98,58;90,87;83,8;79,3;77,05;72,55;70,3;68,05;74,8;119,6;280;544;599,7;527;456,8;414,4;380;346,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/01/1969;;1;1;486,4;144,9;292,6806;11;27;1;1;1;;0;323,9;305,3;305,3;308,4;305,3;308,4;333,4;359;383,5;417,8;483,1;483,1;473,2;460;437,6;400,8;346,2;302,2;270,4;236,1;211,3;192,7;174,1;165,2;153,6;147,8;144,9;150,7;156,5;165,2;168,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/02/1969;;1;1;676,6;171;366,0964;23;1;1;1;1;;0;174,1;186,5;195,8;205,1;208,2;205,1;205,1;217,5;223,7;226,8;242,3;270,4;292,8;299,1;280;283,2;305,3;336,6;404,2;533,8;596;636,6;672,8;672,8;651;607,1;568;550,8;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;;
65310000;2;01/03/1969;;1;1;688;229,9;419,8387;6;19;1;1;1;;0;547,4;633;647,4;661,8;684,2;684,2;658,2;610,8;568;510;460;421,2;387;366;349,4;327;296;257,8;229,9;245,4;286,4;299,1;308,4;283,2;251,6;248,5;317,7;369,5;383,5;373;349,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/04/1969;;1;1;1286;323,9;888,9366;8;1;1;1;1;;0;327;424,6;476,5;568;1014;1259;1272,5;1281,5;1259;1210;1178;1140;1102;1048;981,6;901,9;820;745;672,8;589;523,6;564,5;808;910,2;927;935,4;935,4;931,2;935,4;927;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/05/1969;;1;1;935,4;189,6;474,0645;31;23;1;1;1;;0;897,8;860,9;824;784;684,2;582;499,8;431,2;380;346,2;320,8;305,3;302,2;296;280;264;248,5;236,1;223,7;214,4;202;195,8;189,6;195,8;226,8;469,9;737,4;820;852,7;893,7;931,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/06/1969;;1;1;1263,5;550,8;949,45;22;14;1;1;1;;0;927;927;901,9;877,3;856,8;832,2;808;784;756,7;714,6;672,8;633;582;561;695,6;733,6;745;1106,5;1222;1230;1246;1263,5;1254,5;1246;1234;1214;1186;1145;1088,5;1039;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/07/1969;;1;1;985,8;317,7;724,6774;1;31;1;1;1;;0;973,2;910,2;844,5;776,2;714,6;658,2;618,2;669;865;935,4;948;952,2;960,6;956,4;935,4;901,9;865;832,2;800;756,7;718,4;672,8;633;596;557,6;513,4;463,3;411;366;339,8;320,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/08/1969;;1;1;308,4;174,1;235,7161;1;24;1;1;1;;0;305,3;289,6;276,8;264;251,6;254,7;273,6;280;267,2;260,9;251,6;239,2;229,9;223,7;217,5;214,4;211,3;202;195,8;189,6;186,5;180,3;177,2;174,1;180,3;208,2;242,3;251,6;264;276,8;267,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/09/1969;;1;1;463,3;156,5;240,0567;30;18;1;1;1;;0;260,9;254,7;239,2;236,1;254,7;251,6;236,1;229,9;233;229,9;220,6;205,1;195,8;183,4;174,1;168,1;162,3;156,5;159,4;220,6;330,2;317,7;308,4;296;273,6;248,5;229,9;220,6;270,4;434,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/10/1969;;1;1;718,4;283,2;522,6064;11;30;1;1;1;;0;564,5;643,8;680,4;680,4;676,6;665,4;665,4;672,8;688;710,8;718,4;703,2;676,6;651;625,6;603,4;578,5;540,6;493;437,6;366;336,6;333,4;327;320,8;314,6;308,4;302,2;289,6;292,8;333,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/11/1969;;1;1;1026;362,5;687,42;25;1;1;1;1;;0;366;387;417,8;447,2;437,6;421,2;440,8;473,2;499,8;516,8;527;523,6;527;550,8;596;658,2;733,6;808;852,7;897,8;914,4;948;1002;1022;1022;1002;969;927;889,6;844,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/12/1969;;1;1;816;208,2;370,3387;1;21;1;1;1;;0;804;760,6;714,6;665,4;610,8;557,6;510;450,4;397,4;343;305,3;292,8;336,6;362,5;346,2;333,4;317,7;286,4;254,7;226,8;208,2;211,3;226,8;242,3;233;226,8;229,9;229,9;223,7;264;308,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/01/1970;;1;1;557,6;171;362,0839;5;31;1;1;1;;0;366;434,4;486,4;533,8;557,6;547,4;530,4;503,2;493;510;466,6;417,8;376,5;339,8;320,8;317,7;314,6;305,3;302,2;320,8;327;317,7;299,1;276,8;260,9;248,5;239,2;233;211,3;192,7;174,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/02/1970;;1;1;618,2;171;360,625;7;1;1;1;1;;0;171;202;270,4;349,4;431,2;523,6;607,1;603,4;550,8;503,2;463,3;444;387;346,2;320,8;311,5;302,2;289,6;289,6;289,6;289,6;296;308,4;330,2;330,2;317,7;299,1;270,4;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;;
65310000;2;01/03/1970;;1;1;407,6;144,9;261,0129;24;8;1;1;1;;0;242,3;217,5;195,8;180,3;168,1;159,4;150,7;144,9;153,6;156,5;171;198,9;260,9;280;283,2;286,4;296;305,3;327;359;359;362,5;387;404,2;383,5;343;311,5;283,2;257,8;239,2;223,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/04/1970;;1;1;387;111,43;221,8177;8;28;1;1;1;;0;208,2;202;217,5;226,8;276,8;330,2;359;383,5;387;380;343;317,7;289,6;260,9;242,3;217,5;205,1;189,6;180,3;165,2;153,6;144,9;136,4;130,8;125,2;119,6;116,8;111,43;114;119,6;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/05/1970;;1;1;621,9;119,6;367,6839;11;1;1;1;1;;0;119,6;122,4;122,4;125,2;153,6;239,2;336,6;453,6;550,8;599,7;621,9;618,2;603,4;578,5;550,8;530,4;510;493;479,8;473,2;476,5;434,4;380;317,7;273,6;242,3;223,7;208,2;195,8;186,5;177,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/06/1970;;1;1;1250;144,9;773,1866;30;5;1;1;1;;0;168,1;162,3;153,6;147,8;144,9;159,4;226,8;400,8;520,2;618,2;672,8;688;699,4;869,1;956,4;977,4;977,4;1006;1066;1057;1030;1030;1140;1190;1190;1178;1170;1160;1194;1242;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/07/1970;;1;1;1495,3;336,6;1011,11;8;28;1;1;1;;0;1310;1414,6;1471,8;1485,9;1490,6;1485,9;1481,2;1490,6;1495,3;1481,2;1457,7;1424,2;1381;1325;1254,5;1218;1088,5;973,2;869,1;772,3;688;607,1;537,2;476,5;421,2;380;349,4;336,6;355,8;407,6;414,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/08/1970;;1;1;397,4;165,2;227,4677;1;22;1;1;1;;0;390,5;369,5;346,2;327;305,3;286,4;273,6;267,2;254,7;242,3;229,9;220,6;211,3;202;198,9;189,6;183,4;177,2;177,2;171;168,1;165,2;165,2;177,2;183,4;180,3;177,2;192,7;208,2;205,1;205,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/09/1970;;1;1;483,1;189,6;329,3433;30;5;1;1;1;;0;214,4;220,6;211,3;198,9;189,6;214,4;339,8;390,5;387;383,5;373;343;323,9;339,8;336,6;320,8;305,3;292,8;276,8;264;257,8;273,6;314,6;373;434,4;456,8;450,4;444;466,6;483,1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/10/1970;;1;1;768,4;440,8;615,4935;22;18;2;2;2;;0;483,1;527;647,4;680,4;680,4;658,2;618,2;578,5;647,4;651;614,5;596;582;554,2;523,6;486,4;453,6;444;499,8;582;699,4;764,5;764,5;748,9;741,2;718,4;684,2;651;625,6;603,4;571,5;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/11/1970;;1;1;544;119,6;254,17;1;29;1;1;1;;0;533,8;503,2;453,6;404,2;359;327;308,4;286,4;273,6;273,6;276,8;280;283,2;276,8;270,4;254,7;245,4;236,1;211,3;192,7;177,2;162,3;147,8;139,2;133,6;128;122,4;122,4;119,6;122,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/12/1970;;1;1;1580;106,29;569,8777;31;9;1;1;1;;0;122,4;128;136,4;144,9;139,2;128;119,6;108,86;106,29;108,86;150,7;236,1;292,8;317,7;343;400,8;513,4;557,6;592,5;564,5;513,4;499,8;654,6;964,8;1174;1315;1419,4;1443,4;1443,4;1471,8;1555;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/01/1971;;1;1;2487;624;1926;13;31;1;1;1;663;1;1700;1832;1964;2055;2131;2216;2268;2297;2384;2441;2464;2476;2487;2481;2452;2412;2366;2320;2251;2165;2067;1953;1826;1673;1496;1311;1138;962;795;685;624;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/02/1971;;1;1;640,2;523,6;595,1678;8;6;1;1;1;;0;589;568;564,5;554,2;547,4;527;578,5;636,6;618,2;614,5;618,2;621,9;633;629,3;625,6;618,2;614,5;614,5;603,4;578,5;550,8;540,6;596;618,2;625,6;614,5;592,5;571,5;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;;
65310000;2;01/03/1971;;1;1;1002;447,2;617,3677;28;5;1;1;1;;0;550,8;513,4;479,8;453,6;447,2;456,8;476,5;486,4;503,2;513,4;510;499,8;493;510;554,2;585,5;592,5;571,5;547,4;540,6;599,7;640,2;669;726;722,2;772,3;956,4;998;964,8;922,8;881,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/04/1971;;1;1;956,4;283,2;613,81;25;15;2;2;2;;0;832,2;780,1;733,6;684,2;636,6;571,5;513,4;450,4;400,8;376,5;346,2;320,8;305,3;292,8;286,4;387;503,2;486,4;486,4;503,2;564,5;820;918,6;943,8;956,4;935,4;897,8;856,8;824;800;;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/05/1971;;1;1;1043,5;610,8;852;9;24;1;1;1;;0;776,2;745;718,4;695,6;726;772,3;860,9;990;1039;1043,5;1034,5;1022;1006;985,8;964,8;943,8;914,4;877,3;836,3;796;760,6;710,8;654,6;614,5;688;800;852,7;889,6;901,9;901,9;889,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/06/1971;;1;1;1630;596;1166,467;10;30;1;1;1;;0;877,3;873,2;881,4;906;939,6;998;1048;1202;1490,6;1630;1620;1590;1550;1515;1485,9;1467,1;1448,2;1424,2;1387;1340;1286;1226;1160;1070,5;960,6;865;776,2;714,6;658,2;603,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/07/1971;;1;1;1150;339,8;796,1807;6;28;1;1;1;;0;575;557,6;561;796;1084;1145;1145;1140;1120;1106,5;1106,5;1115,5;1125;1111;1084;1043,5;994;939,6;873,2;800;722,2;643,8;582;516,8;453,6;400,8;366;343;349,4;434,4;447,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/08/1971;;1;1;499,8;208,2;350,3097;11;31;1;1;1;;0;440,8;431,2;414,4;390,5;359;333,4;346,2;414,4;440,8;479,8;499,8;479,8;463,3;447,2;431,2;404,2;376,5;346,2;327;308,4;292,8;276,8;264;257,8;257,8;257,8;242,3;233;220,6;214,4;208,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/09/1971;;1;1;390,5;192,7;283,14;13;3;1;1;1;;0;205,1;198,9;192,7;192,7;192,7;214,4;267,2;323,9;343;362,5;366;376,5;387;362,5;349,4;336,6;327;308,4;289,6;270,4;251,6;233;220,6;226,8;245,4;260,9;273,6;292,8;308,4;314,6;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/10/1971;;1;1;824;229,9;460,5064;15;6;1;1;1;;0;305,3;289,6;276,8;257,8;242,3;229,9;239,2;276,8;280;305,3;453,6;636,6;760,6;808;820;824;816;800;776,2;726;643,8;544;456,8;400,8;369,5;349,4;323,9;299,1;273,6;251,6;239,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/11/1971;;1;1;236,1;101,15;152,252;3;24;1;1;1;;0;226,8;233;236,1;233;226,8;217,5;205,1;189,6;177,2;168,1;159,4;156,5;147,8;142;136,4;130,8;125,2;122,4;119,6;114;111,43;106,29;103,72;101,15;103,72;106,29;108,86;116,8;119,6;122,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/12/1971;;1;1;245,4;98,58;140,6084;27;15;1;1;1;;0;133,6;136,4;136,4;139,2;144,9;147,8;142;133,6;125,2;111,43;103,72;101,15;101,15;101,15;98,58;98,58;101,15;108,86;108,86;111,43;116,8;119,6;128;136,4;174,1;226,8;245,4;239,2;220,6;195,8;171;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/01/1972;;1;1;540,6;150,7;320,7387;26;1;1;1;1;;0;153,6;153,6;162,3;177,2;180,3;177,2;174,1;174,1;183,4;217,5;264;292,8;299,1;302,2;305,3;305,3;305,3;305,3;317,7;336,6;362,5;394;447,2;493;527;540,6;530,4;503,2;476,5;453,6;428;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/02/1972;;1;1;1363;327;773,1104;29;8;1;1;1;;0;404,2;400,8;380;366;352,6;343;336,6;327;327;327;339,8;373;582;776,2;869,1;906;935,4;1039;1120;1135;1115,5;1093;1097,5;1106,5;1135;1226;1305;1345;1357;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;;
65310000;2;01/03/1972;;1;1;1363;339,8;755,6548;1;28;1;1;1;;0;1357;1345;1325;1286;1234;1178;1140;1061,5;1002;948;906;856,8;796;748,9;695,6;636,6;589;575;596;589;554,2;520,2;479,8;440,8;407,6;387;352,6;339,8;349,4;362,5;366;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/04/1972;;1;1;680,4;195,8;396,2833;6;30;1;1;1;;0;369,5;417,8;530,4;621,9;672,8;676,6;654,6;614,5;578,5;530,4;483,1;447,2;414,4;390,5;376,5;369,5;352,6;336,6;327;317,7;302,2;286,4;273,6;251,6;236,1;223,7;217,5;214,4;205,1;195,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/05/1972;;1;1;192,7;114;142,3419;1;31;1;1;1;;0;189,6;180,3;174,1;168,1;162,3;156,5;156,5;156,5;153,6;150,7;147,8;144,9;150,7;147,8;142;139,2;136,4;136,4;133,6;125,2;122,4;119,6;122,4;128;128;130,8;128;125,2;122,4;119,6;114;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/06/1972;;1;1;564,5;108,86;293,284;20;2;1;1;1;;0;111,43;108,86;111,43;139,2;195,8;226,8;267,2;311,5;286,4;257,8;233;211,3;198,9;223,7;242,3;217,5;205,1;428;523,6;561;530,4;496,4;479,8;437,6;387;343;305,3;273,6;251,6;233;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
